book_folder_id,title,year,translations_count,A_kontrowersyjnosc,B_glebia,C_fenomen,D_rezonans,E_polski_kontekst,F_aktualnosc,G_innowacyjnosc,H_zlozonosc,I_gender,B_jung_3plus,B_symbolika_relig_mit,B_warstwy_3plus,B_metafory_egzyst,last3_formats,format_history,SUMA_points,duration_min,chosen_format,alt_format,chosen_reason,eligible_01,eligible_02,eligible_03,eligible_04,eligible_05,eligible_06,eligible_07,eligible_08,eligible_09,eligible_10,eligible_11,eligible_12,weighted_01,weighted_02,weighted_03,weighted_04,weighted_05,weighted_06,weighted_07,weighted_08,weighted_09,weighted_10,weighted_11,weighted_12
0001_alice_in_wonderland,Alice's Adventures in Wonderland,1865,174,4,5,5,4,4,4,5,5,3,1,1,1,1,"[""Wyk\u0142ad filologiczny""]","[""Wyk\u0142ad filologiczny""]",39,14,Wykład filologiczny,Przyjacielska wymiana,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12]; Blocked=['Wykład filologiczny']; History_len=1",1,1,1,1,1,1,1,1,0,1,1,1,19.8,18.8,16.7,11.8,11.2,14.5,12.4,12.7,10.3,20.5,10.3,17.4
0038_iliad,Iliad,-750,174,5,5,5,5,5,5,5,5,5,1,1,1,1,"[""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana""]","[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Komentarz historyczno-literacki"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Fan i Nowicjusz"", ""Reporter i \u015awiadek"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Komentarz historyczno-literacki"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana""]",45,14,Przyjacielska wymiana,Komentarz historyczno-literacki,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]; Blocked=['Mistrz i Uczeń', 'Adwokat i Sceptyk', 'Przyjacielska wymiana']; History_len=41",1,1,1,1,1,1,1,1,1,1,1,1,22.0,20.0,19.5,13.0,14.0,14.5,14.0,14.0,13.5,20.5,11.5,18.5
0039_odyssey,Odyssey,-750,174,5,5,5,5,5,5,5,5,5,1,1,1,1,"[""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny""]","[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Komentarz historyczno-literacki"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Fan i Nowicjusz"", ""Reporter i \u015awiadek"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Komentarz historyczno-literacki"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny""]",45,14,Wykład filologiczny,Komentarz historyczno-literacki,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]; Blocked=['Adwokat i Sceptyk', 'Przyjacielska wymiana', 'Wykład filologiczny']; History_len=42",1,1,1,1,1,1,1,1,1,1,1,1,22.0,20.0,19.5,13.0,14.0,14.5,14.0,14.0,13.5,20.5,11.5,18.5
0040_hamlet,Hamlet,1601,174,5,5,5,5,5,5,5,5,5,1,1,1,1,"[""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144""]","[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Komentarz historyczno-literacki"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Fan i Nowicjusz"", ""Reporter i \u015awiadek"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Komentarz historyczno-literacki"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144""]",45,14,Mistrz i Uczeń,Komentarz historyczno-literacki,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]; Blocked=['Przyjacielska wymiana', 'Wykład filologiczny', 'Mistrz i Uczeń']; History_len=43",1,1,1,1,1,1,1,1,1,1,1,1,22.0,20.0,19.5,13.0,14.0,14.5,14.0,14.0,13.5,20.5,11.5,18.5
0041_macbeth,Macbeth,1606,174,5,5,5,5,5,5,5,5,5,1,1,1,1,"[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk""]","[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Komentarz historyczno-literacki"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Fan i Nowicjusz"", ""Reporter i \u015awiadek"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Komentarz historyczno-literacki"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk""]",45,14,Adwokat i Sceptyk,Komentarz historyczno-literacki,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]; Blocked=['Wykład filologiczny', 'Mistrz i Uczeń', 'Adwokat i Sceptyk']; History_len=44",1,1,1,1,1,1,1,1,1,1,1,1,22.0,20.0,19.5,13.0,14.0,14.5,14.0,14.0,13.5,20.5,11.5,18.5
0042_king_lear,King Lear,1606,100,5,5,5,5,5,5,5,5,5,1,1,1,1,"[""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana""]","[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Komentarz historyczno-literacki"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Fan i Nowicjusz"", ""Reporter i \u015awiadek"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Komentarz historyczno-literacki"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana""]",45,14,Przyjacielska wymiana,Komentarz historyczno-literacki,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]; Blocked=['Mistrz i Uczeń', 'Adwokat i Sceptyk', 'Przyjacielska wymiana']; History_len=45",1,1,1,1,1,1,1,1,1,1,1,1,22.0,20.0,19.5,13.0,14.0,14.5,14.0,14.0,13.5,20.5,11.5,18.5
0043_crime_and_punishment,Crime and Punishment,1866,174,5,5,5,5,5,5,5,5,5,1,1,1,1,"[""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny""]","[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Komentarz historyczno-literacki"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Fan i Nowicjusz"", ""Reporter i \u015awiadek"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Komentarz historyczno-literacki"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny""]",45,14,Wykład filologiczny,Komentarz historyczno-literacki,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]; Blocked=['Adwokat i Sceptyk', 'Przyjacielska wymiana', 'Wykład filologiczny']; History_len=46",1,1,1,1,1,1,1,1,1,1,1,1,22.0,20.0,19.5,13.0,14.0,14.5,14.0,14.0,13.5,20.5,11.5,18.5
0044_the_brothers_karamazov,The Brothers Karamazov,1880,50,5,5,5,3,4,5,5,5,5,1,1,1,1,"[""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144""]","[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Komentarz historyczno-literacki"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Fan i Nowicjusz"", ""Reporter i \u015awiadek"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Komentarz historyczno-literacki"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144""]",42,14,Mistrz i Uczeń,Komentarz historyczno-literacki,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]; Blocked=['Przyjacielska wymiana', 'Wykład filologiczny', 'Mistrz i Uczeń']; History_len=47",1,1,1,1,1,1,1,1,1,1,1,1,19.6,18.8,19.5,13.0,11.4,14.5,12.4,11.4,13.5,20.5,10.3,17.4
0045_war_and_peace,War and Peace,1869,174,5,5,5,4,4,5,5,5,5,1,1,1,1,"[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk""]","[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Komentarz historyczno-literacki"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Fan i Nowicjusz"", ""Reporter i \u015awiadek"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Komentarz historyczno-literacki"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk""]",43,14,Adwokat i Sceptyk,Komentarz historyczno-literacki,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]; Blocked=['Wykład filologiczny', 'Mistrz i Uczeń', 'Adwokat i Sceptyk']; History_len=48",1,1,1,1,1,1,1,1,1,1,1,1,20.8,18.8,19.5,13.0,12.7,14.5,12.4,12.7,13.5,20.5,10.3,17.4
0046_madame_bovary,Madame Bovary,1856,174,5,5,5,4,4,5,5,5,5,1,1,1,1,"[""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana""]","[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Komentarz historyczno-literacki"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Fan i Nowicjusz"", ""Reporter i \u015awiadek"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Komentarz historyczno-literacki"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana""]",43,14,Przyjacielska wymiana,Komentarz historyczno-literacki,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]; Blocked=['Mistrz i Uczeń', 'Adwokat i Sceptyk', 'Przyjacielska wymiana']; History_len=49",1,1,1,1,1,1,1,1,1,1,1,1,20.8,18.8,19.5,13.0,12.7,14.5,12.4,12.7,13.5,20.5,10.3,17.4
0047_les_miserables,Les Misérables,1862,174,5,5,5,5,5,5,5,5,5,1,1,1,1,"[""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny""]","[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Komentarz historyczno-literacki"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Fan i Nowicjusz"", ""Reporter i \u015awiadek"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Komentarz historyczno-literacki"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny""]",45,14,Wykład filologiczny,Komentarz historyczno-literacki,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]; Blocked=['Adwokat i Sceptyk', 'Przyjacielska wymiana', 'Wykład filologiczny']; History_len=50",1,1,1,1,1,1,1,1,1,1,1,1,22.0,20.0,19.5,13.0,14.0,14.5,14.0,14.0,13.5,20.5,11.5,18.5
0048_the_hunchback_of_notredame,The Hunchback of Notre-Dame,1831,174,5,5,5,5,5,5,5,5,5,1,1,1,1,"[""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144""]","[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Komentarz historyczno-literacki"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Fan i Nowicjusz"", ""Reporter i \u015awiadek"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Komentarz historyczno-literacki"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144""]",45,14,Mistrz i Uczeń,Komentarz historyczno-literacki,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]; Blocked=['Przyjacielska wymiana', 'Wykład filologiczny', 'Mistrz i Uczeń']; History_len=51",1,1,1,1,1,1,1,1,1,1,1,1,22.0,20.0,19.5,13.0,14.0,14.5,14.0,14.0,13.5,20.5,11.5,18.5
0049_the_count_of_monte_cristo,The Count of Monte Cristo,1844,174,5,5,5,5,4,5,5,5,5,1,1,1,1,"[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk""]","[""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Komentarz historyczno-literacki"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Fan i Nowicjusz"", ""Reporter i \u015awiadek"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Komentarz historyczno-literacki"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk""]",44,14,Adwokat i Sceptyk,Komentarz historyczno-literacki,"Eligible=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]; Blocked=['Wykład filologiczny', 'Mistrz i Uczeń', 'Adwokat i Sceptyk']; History_len=52",1,1,1,1,1,1,1,1,1,1,1,1,22.0,18.8,19.5,13.0,14.0,14.5,12.4,14.0,13.5,20.5,10.3,17.4
