book_folder_id,title,year,translations_count,A_kontrowersyjnosc,B_glebia,C_fenomen,D_rezonans,E_polski_kontekst,F_aktualnosc,G_innowacyjnosc,H_zlozonosc,I_gender,B_jung_3plus,B_symbolika_relig_mit,B_warstwy_3plus,B_metafory_egzyst,last3_formats,format_history,distribution_stats
0118_the_republic,The Republic,-375,174,5,5,5,4,4,5,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]","[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Mistrz i Ucze\u0144"", ""Przyjacielska wymiana"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Fan i Nowicjusz"", ""Wyk\u0142ad filologiczny w duecie"", ""Fan i Nowicjusz"", ""Lokalny i Globalny"", ""Fan i Nowicjusz"", ""Lokalny i Globalny"", ""Glosa do przek\u0142ad\u00f3w"", ""Lokalny i Globalny"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Perspektywa Ona/On"", ""Przyjacielska wymiana"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Adwokat i Sceptyk"", ""Wyk\u0142ad filologiczny w duecie"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Fan i Nowicjusz"", ""Wyk\u0142ad filologiczny w duecie"", ""Fan i Nowicjusz"", ""Mistrz i Ucze\u0144"", ""Fan i Nowicjusz"", ""Mistrz i Ucze\u0144"", ""Glosa do przek\u0142ad\u00f3w"", ""Mistrz i Ucze\u0144"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Fan i Nowicjusz"", ""Wyk\u0142ad filologiczny w duecie"", ""Fan i Nowicjusz"", ""Mistrz i Ucze\u0144"", ""Fan i Nowicjusz"", ""Mistrz i Ucze\u0144"", ""Glosa do przek\u0142ad\u00f3w"", ""Mistrz i Ucze\u0144"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Wyk\u0142ad filologiczny"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Wyk\u0142ad filologiczny"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Wyk\u0142ad filologiczny w duecie"", ""Glosa do przek\u0142ad\u00f3w"", ""Reporter i \u015awiadek"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]","{""total"": 303, ""counts"": {""Przyjacielska wymiana"": 142, ""Mistrz i Ucze\u0144"": 9, ""Adwokat i Sceptyk"": 9, ""Reporter i \u015awiadek"": 10, ""Wsp\u00f3\u0142czesny i Klasyk"": 9, ""Emocja i Analiza"": 9, ""Lokalny i Globalny"": 12, ""Perspektywa Ona/On"": 12, ""Wyk\u0142ad filologiczny w duecie"": 13, ""Fan i Nowicjusz"": 9, ""Glosa do przek\u0142ad\u00f3w"": 11, ""Komentarz historyczno-literacki"": 56, ""Wyk\u0142ad filologiczny"": 2}, ""unused"": [], ""underused"": [""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Fan i Nowicjusz"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Glosa do przek\u0142ad\u00f3w""], ""warning"": null}"
0119_the_art_of_war,The Art of War,-500,174,5,5,5,4,4,5,5,4,3,1,1,1,1,[],[],{}
0120_the_prince,The Prince,1532,50,5,4,5,3,2,5,5,4,3,1,0,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]","[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]","{""total"": 60, ""counts"": {""Przyjacielska wymiana"": 60}, ""unused"": [""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Fan i Nowicjusz"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Glosa do przek\u0142ad\u00f3w"", ""Komentarz historyczno-literacki""], ""underused"": []}"
0121_essays,Essays,1580,174,5,5,5,4,5,5,5,5,4,1,1,1,1,"[\"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\"]","[\"Przyjacielska wymiana\", \"Mistrz i Uczeń\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Fan i Nowicjusz\", \"Lokalny i Globalny\", \"Glosa do przekładów\", \"Przyjacielska wymiana\"]","{\"total\": 60, \"counts\": {\"Przyjacielska wymiana\": 60}, \"unused\": [\"Mistrz i Uczeń\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Fan i Nowicjusz\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Glosa do przekładów\", \"Komentarz historyczno-literacki\"], \"unused\": []}"
0122_leviathan,Lewiatan,1651,1,5,4,5,3,4,4,5,4,2,1,1,0,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]","[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Mistrz i Uczeń"", ""Wykład filologiczny w duecie"", ""Glosa do przekładów""]","{""total"": 18, ""counts"": {""Przyjacielska wymiana"": 15, ""Mistrz i Uczeń"": 1, ""Wykład filologiczny w duecie"": 1, ""Glosa do przekładów"": 1}, ""unused"": [""Adwokat i Sceptyk"", ""Reporter i Świadek"", ""Współczesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Fan i Nowicjusz"", ""Perspektywa Ona/On"", ""Komentarz historyczno-literacki""], ""underused"": []}"
0123_the_social_contract,The Social Contract,1762,25,5,5,5,4,5,5,5,5,3,1,1,1,1,"[\"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\"]","[\"Przyjacielska wymiana\", \"Mistrz i Uczeń\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Fan i Nowicjusz\", \"Lokalny i Globalny\", \"Glosa do przekładów\", \"Przyjacielska wymiana\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Fan i Nowicjusz\", \"Mistrz i Uczeń\", \"Glosa do przekładów\", \"Przyjacielska wymiana\", \"Komentarz historyczno-literacki\", \"Przyjacielska wymiana\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Fan i Nowicjusz\", \"Mistrz i Uczeń\", \"Glosa do przekładów\", \"Przyjacielska wymiana\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\"]","{\"total\": 96, \"counts\": {\"Przyjacielska wymiana\": 80, \"Komentarz historyczno-literacki\": 16}, \"unused\": [\"Mistrz i Uczeń\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Fan i Nowicjusz\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Glosa do przekładów\"], \"underused\": []}"
0124_the_wealth_of_nations,The Wealth of Nations,1776,174,4,4,5,4,4,4,5,4,3,0,1,1,0,"[""Mistrz i Uczeń"", ""Wykład filologiczny w duecie"", ""Glosa do przekładów""]",,
0125_a_vindication_of_the_rights_of_woman,A Vindication of the Rights of Woman,1792,174,4,5,5,3,4,5,5,5,5,1,1,1,1,"[\"Mistrz i Uczeń\", \"Wykład filologiczny w duecie\", \"Glosa do przekładów\"]",[],{}
0126_the_communist_manifesto,"The Communist Manifesto",1848,174,5,5,5,5,5,5,5,5,3,1,1,1,1,"[\"Mistrz i Uczeń\", \"Wykład filologiczny w duecie\", \"Glosa do przekładów\"]",[],{}
0127_on_liberty,On Liberty,1859,45,5,4,4,3,3,5,4,4,4,0,1,1,1,"[""Mistrz i Ucze\u0144"", ""Wyk\u0142ad filologiczny w duecie"", ""Glosa do przek\u0142ad\u00f3w""]","[""Mistrz i Ucze\u0144"", ""Wyk\u0142ad filologiczny w duecie"", ""Glosa do przek\u0142ad\u00f3w""]",{}
